1,108.24362746638596
2,169.83959533203037
3,168.08611304399145
4,110.5415101716157
5,107.12417850692185
6,128.4695995409284
7,115.04305411414144
8,122.26486772656278
9,113.81675646140911
10,120.15999140857242
11,114.62138988086107
12,120.37187771728907
13,123.52697626707496
14,131.65851401265678
15,117.42734832033554
16,124.93966085742363
17,162.17659059466217
18,120.54450970541211
19,123.48136458895203
20,143.6663289083382
21,124.62169096772901
22,141.09046100021664
23,126.95608609445567
24,130.11381976802014
25,127.61025397843528
26,148.1989824291129
27,232.4711504341683
28,129.28472388831045
29,140.09775275338873
30,133.0814545020279
31,137.70304253826265
32,132.41941884221015
33,140.31042440176117
34,139.2395607683885
35,151.54701758850993
36,138.98285651706038
37,137.71934241633483
38,143.37748026504872
39,138.96392190959077
40,139.31318927119008
41,145.92043127518593
42,146.03568214030258
43,143.9601068391309
44,166.8819918806998
45,147.15971978727575
46,198.2198976728856
47,144.02982100515834
48,158.96512018105597
49,143.7825873710491
50,150.13030435375327
51,153.81882334236923
52,149.99516791949398
53,150.3458830775363
54,147.26695237731116
55,153.51448358910838
56,150.30569429545864
57,150.61015998680833
58,149.4538738620755
59,176.61363201582162
60,151.93374182408732
61,192.36927110775227
62,179.8036645396125
63,153.33703571997458
64,170.1633753179068
65,150.3959782034575
66,165.40224670009127
67,178.64894267884705
68,151.12160880700443
69,165.9827771751842
70,153.4005810900855
71,162.0777415068031
72,155.2692727228535
73,153.92602064292257
74,154.4288836459208
75,155.47724493182645
76,160.5276770853444
77,151.50984855489625
78,155.76635229885105
79,168.65064710695862
80,169.43038500790107
81,167.28740415349836
82,165.6588901163036
83,158.27180235481066
84,156.15712829964068
85,157.05697743384167
86,158.2639391575691
87,149.99139465396337
88,151.94078809725983
89,155.80538707666977
90,154.74373706875178
91,173.6057068477447
92,149.7026125160189
93,150.69010912731278
94,166.45045408859315
95,184.2346576033767
96,151.14026009222545
97,163.97909674810097
98,153.71584575308688
99,155.14978219319158
100,149.51796492069678
101,157.40766160231905
102,147.14194349935758
103,158.9954488626164
104,147.26073092949744
105,144.9445816230375
106,158.01434071362385
107,140.27722605990374
108,156.5302649554959
109,143.86145011990357
110,163.94970154084984
111,137.8104279830596
112,156.30414749827332
113,138.5911557526797
114,140.67782570521211
115,143.35896790693846
116,234.3996559832329
117,144.06681181571778
118,133.59731396535392
119,131.4259329334709
120,132.24502829679238
121,130.35110577141168
122,143.63107001950883
123,139.29307201731103
124,133.84698051136013
125,126.99330998359137
126,125.34756967255743
127,127.53623463290054
128,130.67135810936122
129,129.96864758533565
130,131.09382199723976
131,123.55174892281134
132,133.9129065116972
133,122.93204886622397
134,125.37312662453273
135,123.50013928700952
136,137.74128649212895
137,131.62279839721378
138,121.90907770524501
139,115.48608701146824
140,116.6446414575359
141,118.45620730248643
142,116.0297235431679
143,162.32745056464628
144,111.28014819347536
145,108.32431637174601
146,133.16701900086292
147,111.8932799559081
148,107.9446906180095
149,106.44154864449877
150,105.15192543337778
151,104.91640357800165
152,105.75137015480527
153,111.05380043740541
154,101.13001823712258
155,102.26101128731568
156,97.14568032746823
157,93.88173732347195
158,107.88463898798888
159,107.29743393628037
160,91.64080349181872
161,125.1344671297743
162,99.78467872573599
163,103.90026174457331
164,96.39168937392283
165,90.64603956562728
166,87.84379143406832
167,94.14760476729225
168,93.59606604973288
169,96.02726151629744
170,81.94306407507918
171,81.40463603231478
172,81.41862834044494
173,81.8793656006764
174,78.36560836623453
